name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;1.323444e+01;-8.523938e+00;-7.271255e+00;-3.273749e+01;-1.140618e+01;8.173482e-01;-2.301457e+01;-6.751546e+00;8.608315e+00;-1.408510e+01;-2.668352e+01;9.854715e+00;9.329850e+01;-2.889863e-01;2.533180e+00;-7.114095e-01;3.640951e+00;3.117370e+00;-2.096913e+00;-3.279402e+00;-2.669355e+00;-8.565264e-01;-1.352828e+00;-2.749210e+00;7.987627e-01;-1.199867e+00;-6.228611e-01;-1.611228e-01;1.288970e-01;1.342371e-01;6.216962e-02;-2.165468e-01;8.745065e-01;6.199120e-01;3.474368e-01;1.091946e-01;1.967880e+00;-3.351932e-01;2.833846e-01
'unknown';0.010000;1.273804e+01;9.118620e-02;-1.097455e+01;-2.841377e+01;-4.867556e+00;8.912468e-01;-2.407202e+01;-1.133894e+01;5.584131e-01;-1.538230e+01;-2.858952e+01;7.031949e+00;8.862696e+01;-2.280402e+00;3.272111e+00;4.547876e-01;4.793664e+00;4.087035e+00;-2.692421e+00;-2.777586e+00;-1.488884e+00;1.151096e+00;-1.644089e+00;2.209412e+00;-7.541246e-01;-1.043690e+00;-4.130605e-01;-1.103887e+00;-1.934402e-02;-4.172323e-01;-5.171968e-01;2.927980e-02;1.236122e+00;7.251216e-01;-1.036233e-01;4.056742e-01;2.687960e+00;-1.770582e-01;4.915441e-01
'unknown';0.020000;1.203771e+01;-1.655997e-01;-8.976655e+00;-1.669459e+01;9.113594e-01;-9.704165e+00;-3.888286e+01;-1.780462e+01;8.350635e+00;-2.020063e+01;-3.947657e+01;1.525991e+01;8.963493e+01;-2.407584e+00;1.358101e+00;-6.500228e-01;3.735780e+00;2.943385e+00;-2.881893e+00;8.422219e-01;-1.600297e-01;-1.231538e-01;-6.612250e-01;4.610878e+00;-1.007595e-01;1.389671e-01;1.934374e-01;-1.457750e+00;-1.050176e-01;-1.438267e+00;-1.641330e+00;6.487775e-01;1.368015e+00;7.740096e-01;-6.411852e-01;1.032665e+00;2.074333e+00;-2.270003e-01;3.907664e-01
'unknown';0.030000;2.430797e+00;3.657451e+00;-4.144617e+00;-1.679062e+01;2.870227e+00;-7.383999e+00;-2.896836e+01;-8.669429e+00;1.449264e+01;-1.924777e+01;-9.239934e+00;3.381494e+00;8.991183e+01;-1.294990e+00;-2.398714e+00;-8.388230e-01;1.507375e+00;6.183782e-01;-1.558024e+00;8.403984e-01;-2.984090e-01;-1.741329e+00;3.297412e-01;7.010549e+00;3.632327e-01;5.884361e-01;9.881178e-01;-1.383114e+00;2.015698e-01;-1.410505e+00;-1.885831e+00;1.105580e+00;2.505863e-01;3.106596e-01;-5.991991e-01;1.087511e+00;-1.056297e+00;-6.695725e-01;7.834701e-02
'unknown';0.040000;6.350148e+00;-3.516567e+00;-1.393634e+01;-1.987017e+01;-5.581435e-01;-9.454493e+00;-1.635530e+01;-8.886451e+00;1.025435e+00;-1.545849e+01;-1.330392e+01;1.117615e+01;9.335090e+01;1.854945e-01;-1.920157e+00;-5.896922e-01;-1.907239e+00;-3.354950e+00;5.797763e-01;1.751681e+00;6.054559e-01;-2.616239e+00;2.823584e+00;5.221886e+00;-8.949174e-01;-6.209793e-02;6.200539e-01;-3.671038e-01;1.006204e+00;-6.125705e-01;-1.145889e+00;1.713333e+00;-7.422948e-01;7.431670e-02;4.936093e-01;7.783560e-01;-3.249646e+00;-8.608290e-01;-3.288900e-01
'unknown';0.050000;9.106874e+00;-1.022690e+01;-1.268882e+01;-1.928911e+01;-1.040914e+00;-7.023709e+00;-3.113381e+01;-1.729007e+01;-4.485632e+00;-1.610467e+01;-6.623097e+00;1.089000e+01;8.971116e+01;1.363647e+00;-2.004332e+00;1.432471e+00;5.626476e-01;-2.192951e+00;1.104643e+00;-1.979383e+00;-3.183289e-01;-5.983561e-01;2.051061e+00;-3.377575e+00;-3.704908e+00;-5.514221e-01;-1.062119e-01;3.404368e-01;1.056421e+00;7.801899e-01;2.813982e-01;1.418515e+00;-2.188533e-01;5.704305e-01;1.565114e+00;4.885805e-01;-3.810134e+00;-1.357724e-01;-2.983194e-01
'unknown';0.060000;9.627145e+00;-2.824209e+00;-7.653012e+00;-2.498154e+01;-1.390782e+01;-6.985429e+00;-2.904173e+01;-1.046702e+01;4.758573e+00;-7.654265e+00;-1.467556e+01;7.031075e+00;8.942478e+01;-6.366328e-01;-6.746088e-01;3.245352e+00;1.145290e+00;-1.380393e+00;4.353438e+00;-1.459361e+00;2.215137e-01;1.773406e+00;2.369895e+00;-6.443288e+00;-2.370834e+00;-9.355537e-01;-4.402823e-01;5.664762e-02;2.128952e-01;1.131526e+00;1.370062e+00;1.116106e+00;5.909071e-02;-3.196139e-01;1.267470e+00;-8.479888e-01;-1.044048e+00;1.259842e+00;-1.227211e-02
'unknown';0.070000;7.610536e+00;-6.710388e+00;-1.239236e-01;-1.142169e+01;-1.419690e+00;-3.095316e+00;-3.252206e+01;-9.470789e+00;9.634288e+00;-1.289457e+01;-2.544199e+01;-1.307051e+01;8.911778e+01;-1.414986e+00;-1.319303e+00;2.525759e+00;3.882060e+00;1.038090e+00;3.647721e+00;1.351653e+00;2.745715e+00;3.889416e+00;2.999488e+00;-6.207533e+00;4.223289e-01;-4.664330e-01;1.249574e-01;1.516829e-01;-1.203941e+00;5.078259e-02;6.922168e-01;3.202539e-01;-3.365194e-02;-6.428774e-01;6.964000e-02;-1.529340e+00;2.574618e+00;2.764211e+00;1.693455e-01
'unknown';0.080000;3.915153e+00;-8.647866e+00;-3.992024e+00;-1.807743e+01;-7.270720e+00;1.034850e+01;-2.295798e+01;-1.168852e+01;2.832505e+00;-5.214062e+00;-3.611092e+01;1.130223e+01;8.896982e+01;-6.266003e-01;-1.979433e+00;-7.186013e-02;2.090686e+00;1.879841e+00;4.888765e+00;3.816162e-01;-2.524635e+00;1.477224e+00;-1.890574e+00;1.416627e+00;3.340675e+00;-1.659531e-01;7.761810e-01;9.480764e-01;-1.645850e+00;-6.555068e-01;-6.657672e-01;-1.421237e+00;-9.837345e-01;-1.189976e+00;-7.885894e-01;-1.862506e+00;3.568301e+00;1.047276e+00;3.473831e-01
'unknown';0.090000;4.887940e+00;-1.391159e+01;-1.890524e+00;-3.330869e+00;8.309867e-01;2.547929e+00;-2.741742e+01;-2.950747e+00;1.592448e+01;-2.327328e+00;-2.694308e+01;1.086606e+01;8.760648e+01;1.983418e+00;-5.935056e-01;-2.928629e+00;3.438629e-01;-3.619846e-01;2.438249e+00;-3.068132e+00;-2.159641e+00;-1.020652e-01;-3.465403e+00;5.565556e+00;7.260393e+00;-8.949509e-02;8.475171e-01;1.719973e+00;-1.402277e+00;-1.022042e+00;-1.743758e+00;-1.865691e+00;-1.057628e+00;-7.543848e-01;-8.040602e-01;-1.165461e+00;1.995595e+00;-1.136042e+00;3.081043e-01
'unknown';0.100000;7.855441e+00;-9.120775e+00;-7.129013e+00;-1.857352e+01;-5.633955e+00;1.463678e+01;-2.968597e+01;-2.635022e+01;8.999596e+00;-2.239076e+01;-6.841877e+00;1.176616e+01;8.935067e+01;1.545070e+00;3.702875e+00;-2.256703e+00;-3.631455e-01;-4.009192e+00;-2.148011e+00;-4.168141e+00;-3.275691e+00;-1.737997e-01;-3.710190e+00;5.511675e+00;-5.534860e-01;6.128929e-01;1.965150e-01;1.001686e+00;-4.833127e-02;-2.187591e-01;-1.325424e+00;-2.074651e+00;6.178631e-01;1.964400e+00;3.223931e-01;5.382004e-01;-9.676861e-01;-2.607478e+00;6.624145e-03
