name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.000000;1.108238e+01;5.471593e+00;-1.940216e+01;-2.132497e+01;-1.140969e+01;-5.159223e+00;-2.337848e+01;-1.761694e+00;3.960318e+00;4.100305e-01;-4.644233e+00;-6.702512e+00;7.717664e+01;-8.740419e-01;-9.610397e-01;6.438389e-01;1.723937e+00;-3.398567e-01;-9.743055e-01;-4.043826e+00;-2.505141e+00;-1.992420e+00;-4.843468e+00;-1.041131e+00;2.695211e+00;9.339508e-01;4.367775e-03;-4.920591e-02;4.500161e-01;-1.749663e-01;-1.557679e-01;-5.822046e-01;2.633714e+00;1.233834e+00;1.219604e+00;7.965515e-01;-3.604722e-03;5.774437e-01;-1.319663e-01
'unknown';0.010000;1.115354e+01;9.015903e-01;-1.601160e+01;-1.154534e+01;-5.326020e+00;-5.573854e+00;-4.225397e+01;-1.005605e+01;3.568148e+00;-1.363382e+01;-1.040432e+01;2.168454e+00;8.136633e+01;-7.721300e-02;-2.104765e+00;1.184107e+00;2.427510e+00;-2.203200e-01;-1.876847e+00;-1.437723e+00;1.090454e+00;5.144947e-01;-2.759007e+00;-5.555615e-01;5.823071e+00;4.004570e-01;7.915449e-02;6.708874e-01;6.592805e-01;-7.028999e-01;-4.349737e-01;-1.023988e+00;4.003183e+00;1.007182e+00;1.909026e+00;1.418272e+00;-4.778333e-01;-3.158543e-01;-3.006850e-01
'unknown';0.020000;6.676596e+00;2.951396e+00;-1.787825e+01;-1.759509e+01;-1.615080e+01;-9.823434e+00;-3.415987e+01;-1.014022e+01;-5.805698e+00;-1.678539e+01;-6.969845e+00;2.338059e+00;7.975156e+01;-1.250618e+00;-6.352067e-01;2.623785e+00;4.973197e-01;-1.178465e+00;-3.434058e+00;7.821694e+00;1.866230e+00;2.852145e+00;-1.902941e+00;-1.301940e+00;4.018499e+00;5.408661e-01;3.375496e-01;8.928232e-01;8.856577e-01;-1.373222e-01;-7.362902e-02;-5.336604e-01;2.175658e+00;-7.281599e-02;2.326019e+00;1.671915e+00;-9.372537e-01;-1.238760e+00;-3.998715e-01
'unknown';0.030000;1.289921e+01;-3.792134e+00;-1.424358e+01;-1.105235e+01;-1.014073e+01;-1.221135e+01;-2.517640e+01;7.879840e+00;1.141580e+01;-4.787297e+00;-6.259234e+00;1.789255e+01;7.789147e+01;-2.899817e-01;2.230481e+00;2.950268e+00;-1.177253e+00;-2.095421e+00;-4.864369e+00;1.003933e+01;3.450812e-01;5.130429e+00;7.776283e-01;-3.299894e+00;4.542952e-01;-3.729317e-01;-1.788342e-01;2.516008e-01;5.396778e-01;2.942358e-01;5.926331e-01;8.982450e-01;-8.644956e-01;-1.168226e+00;1.229753e+00;1.645426e+00;-8.878346e-02;-1.590213e+00;-2.806648e-01
'unknown';0.040000;3.956459e+00;4.642421e+00;-7.167245e+00;-1.908486e+01;-1.489465e+01;-1.901076e+01;7.191202e+00;-1.398489e+00;1.429721e+01;-1.352793e+01;-1.322647e+01;5.527936e+00;8.161840e+01;9.200902e-01;1.335454e+00;4.189047e+00;2.839708e+00;2.295488e-01;-2.148846e+00;1.095936e+00;-2.496535e+00;7.329709e+00;1.747788e+00;-4.355234e+00;-8.142014e-01;-6.787125e-01;-4.712670e-01;-1.190903e+00;-3.971838e-01;6.020666e-01;1.288130e+00;1.851169e+00;-3.443948e+00;-2.049903e-01;-3.247649e-01;1.300989e+00;9.126654e-01;-5.815984e-01;-2.357635e-01
'unknown';0.050000;1.106370e+01;1.120848e+01;-6.615764e+00;-1.668672e+01;-1.643120e+01;-2.530204e+01;-1.273286e+01;-1.270151e+01;1.916884e+01;-1.137440e+01;-2.377547e+01;2.844992e+00;7.856824e+01;-2.056738e+00;-1.832091e+00;3.099865e+00;2.727494e+00;2.038839e+00;1.971772e+00;-2.397322e+00;-2.569296e+00;4.424478e+00;3.642758e+00;5.271682e-01;2.883541e-01;-3.930779e-01;-9.042147e-01;-1.523127e+00;-1.222799e+00;-3.691874e-01;1.110056e+00;1.431824e+00;-1.817050e+00;1.247500e+00;-2.045189e+00;-6.975901e-03;1.450988e+00;1.538693e-01;1.506142e-01
'unknown';0.060000;1.219480e+01;2.128357e+00;-7.469242e-01;-5.793730e-01;-1.185782e+01;-1.402232e+01;-3.490196e+01;-1.233222e+01;2.696633e+01;-4.752892e+00;-1.998789e+01;5.790833e+00;7.601961e+01;-2.723574e+00;-4.558434e+00;5.630677e-01;1.555279e+00;3.195055e+00;2.403718e+00;-3.179717e+00;2.298467e+00;1.581296e+00;3.169439e+00;1.347857e+00;1.193478e+00;-6.278785e-01;-4.355332e-01;-4.795613e-01;-1.849606e+00;-8.977677e-01;3.313634e-01;1.591522e-01;1.754938e+00;2.072471e+00;-3.091455e+00;-1.104728e+00;1.075665e+00;-4.872893e-01;1.556588e-01
'unknown';0.070000;-1.503651e+00;-1.169556e+01;-1.954417e+00;-6.667626e+00;-1.464951e+00;-4.846710e+00;-1.611643e+01;5.002276e-01;2.720363e+01;9.038972e+00;-2.426840e-01;1.920288e+01;7.872548e+01;-2.989223e+00;-2.438212e+00;-1.350739e+00;-2.380976e+00;1.972106e+00;1.846952e-02;3.091904e+00;4.185080e+00;-2.221311e+00;3.192325e-02;1.103502e+00;2.198021e-01;3.547226e-01;1.089987e+00;7.226326e-02;-8.060467e-01;8.088508e-01;4.521213e-02;1.802425e-01;2.596333e+00;9.276058e-01;-2.807171e+00;-7.450218e-01;2.431869e-06;-1.301391e+00;1.048207e-04
'unknown';0.080000;-3.377739e+00;-6.697733e+00;-6.682580e+00;-1.631802e+01;-6.402505e+00;-1.721984e+01;-7.015596e+00;3.492979e+00;1.818630e+01;-7.887423e+00;-1.825359e+01;3.316384e+00;7.840039e+01;-7.913337e-01;-7.592924e-01;-2.833680e+00;9.051046e-01;1.919732e+00;-3.764335e-01;7.126011e+00;4.488633e+00;-4.804673e+00;-1.970432e+00;7.349230e-01;-3.216372e+00;-2.743187e-01;1.732652e+00;-1.158149e+00;1.499636e+00;2.120019e+00;7.439343e-01;1.964475e+00;1.573345e+00;-8.451025e-02;-2.144139e+00;2.028294e+00;8.280607e-02;-7.277811e-01;-2.332601e-01
'unknown';0.090000;3.903855e+00;3.430465e+00;-1.040163e+01;-2.072228e+01;-9.298327e+00;-2.361093e+01;-1.121652e+01;3.112890e-01;1.245230e+01;-9.647520e+00;-1.912512e+01;5.181227e+00;7.915147e+01;2.427078e+00;-3.370346e+00;7.680061e-01;7.096835e+00;2.902561e+00;4.263061e+00;5.431481e+00;9.736502e-01;-6.418394e+00;2.487585e+00;8.336471e-01;-4.013677e+00;-5.693337e-01;1.227398e+00;-2.932391e+00;3.139925e+00;1.911747e+00;1.126728e+00;2.845510e+00;-3.854208e-02;-3.004544e-02;-6.764586e-01;3.965811e+00;-4.642730e-01;5.862767e-01;-4.913054e-01
